,Model,TPR,TPR SD,TPR CI,TNR,TNR SD,TNR CI,PPV,PPV SD,PPV CI,NPV,NPV SD,NPV CI,FPR,FPR SD,FPR CI,FNR,FNR SD,FNR CI,Acc,Acc SD,Acc CI,AUC,AUC SD,AUC CI
Escape,KNN,0.5874075802533154,0.5620297736629674,0.04008274696564169,0.8450643195752526,0.29686226608470023,0.07964031252057338,0.587938159001528,0.50572340287947,0.04020421742381736,0.8485485650015565,0.24399372931648508,0.08004138186023274,0.15493568042474734,0.2968622660847002,0.07964031252057338,0.4125924197466847,0.5620297736629675,0.04008274696564166,0.7866207687894434,0.33454507165765685,0.07258330786601594,0.7162359499142841,0.3656510086551602,0.06304445250252497
Card Shock,KNN,0.4145689278558624,0.43612219759290294,0.04662034961620528,0.7027566995375786,0.29625491556089467,0.07182162124160059,0.4042194662847982,0.1679211537864803,0.04936353175191156,0.7114903267407393,0.17476635012489802,0.0733521506705486,0.2972433004624213,0.29625491556089467,0.07182162124160062,0.5854310721441376,0.43612219759290294,0.04662034961620528,0.58719646799117,0.062203102885674884,0.04709958109478079,0.5586628136967206,0.08420314597482018,0.03863216457457907
Serial,KNN,0.4534684253457872,0.7076254152095081,0.025357565044890278,0.8282508130743425,0.3629346894558234,0.06734984160109111,0.42449221183800623,0.12514780337857484,0.03230201003852843,0.8322959980869019,0.30067745548514824,0.06776356234877676,0.1717491869256575,0.36293468945582347,0.06734984160109111,0.5465315746542128,0.7076254152095081,0.025357565044890267,0.7589928057553956,0.3875822079386045,0.05982428594786905,0.6408596192100647,0.3580323652872369,0.04411912883708279
Escape,DT,0.9371264367816091,0.17695176639988755,0.08963682491351008,0.9682787271208323,0.08898991868822351,0.09277589291800925,0.939040656651557,0.16568421986172627,0.08983287477530327,0.9688623379406407,0.08570621989697562,0.09283368772290221,0.031721272879167615,0.08898991868822348,0.09277589291800926,0.0628735632183908,0.17695176639988755,0.08963682491351009,0.9579345955249569,0.10866211928160699,0.09174547541530459,0.9527025819512208,0.12347785582287751,0.09121986265970033
Card Shock,DT,0.9222645170921032,0.11187582268120648,0.10364775321937277,0.9634408602150538,0.055192477576831975,0.1085837305816765,0.9160113586719092,0.1465707175963454,0.10287745025685188,0.9618608483465639,0.06349103808971387,0.10839847494736707,0.03655913978494624,0.055192477576831996,0.10858373058167649,0.07773548290789671,0.11187582268120648,0.10364775321937278,0.9492273730684326,0.07180333760393193,0.10690566109133527,0.9428526886535785,0.08082169061497002,0.10614443766504703
Serial,DT,0.948949259129639,0.11712636359616395,0.07876482329079583,0.9793668596021536,0.039597048423388605,0.08138936808245897,0.7226657329598506,0.597356483823432,0.055470281100698515,0.9778835190416502,0.05036687087381086,0.0812633459266138,0.02063314039784628,0.0395970484233886,0.08138936808245899,0.05105074087036097,0.11712636359616398,0.07876482329079583,0.9690647482014387,0.05995011987338034,0.08051004532459159,0.9641580593658965,0.07701682398462245,0.08008784747042551
Escape,RF,0.9534446268929027,0.12727076323636474,0.09129459331616782,0.979320152232433,0.05942618954213615,0.09386329000011921,0.9514544110423421,0.13703234327624286,0.0910940222372998,0.9796914867596866,0.05722979342978819,0.09389964141607274,0.020679847767567067,0.05942618954213614,0.09386329000011921,0.046555373107097245,0.12727076323636474,0.09129459331616782,0.9722662076878946,0.0682019849839539,0.09317005760302134,0.9663823895626679,0.08057415979136266,0.09258785011655404
Card Shock,RF,0.9208463949843261,0.1208083390984006,0.10347356289582478,0.9622700119474313,0.061691000865078505,0.10844647954853982,0.9128533217667897,0.16231414138807476,0.10248622329962465,0.9602357221958551,0.07154808363750738,0.10820759880735252,0.0377299880525687,0.06169100086507847,0.10844647954853982,0.07915360501567398,0.12080833909840057,0.10347356289582477,0.9470198675496689,0.07492522184758117,0.10664267013676745,0.9415582034658786,0.08296522771763884,0.10598919082818793
Serial,RF,0.960428153754601,0.09518457673657878,0.0797654113447153,0.984012051012051,0.03014427017369905,0.08178275959388379,0.7339627039627039,0.6109186254596066,0.05686001754729646,0.9824610887833394,0.04208337803543879,0.08165162262460246,0.015987948987948985,0.030144270173699077,0.08178275959388379,0.039571846245398924,0.0951845767365788,0.07976541134471532,0.9755395683453237,0.044208033081258195,0.08106380837276957,0.9722201023833261,0.05845907471867753,0.08078038318113696
