,Model,TPR,TPR SD,TPR CI,TNR,TNR SD,TNR CI,PPV,PPV SD,PPV CI,NPV,NPV SD,NPV CI,FPR,FPR SD,FPR CI,FNR,FNR SD,FNR CI,Acc,Acc SD,Acc CI,AUC,AUC SD,AUC CI
Escape,KNN,0.6893687707641196,0.7276182934280334,0.04050078484819831,0.9512865358097972,0.2392524918965178,0.06252237220272042,0.7873474979532287,0.6073944090733541,0.049889938574795775,0.9744206620713762,0.15358273559636254,0.06410487488499757,0.04871346419020294,0.2392524918965178,0.0625223722027204,0.3106312292358804,0.7276182934280334,0.04050078484819831,0.9927835967752173,0.010347693116010014,0.06533371907858627,0.8156882757450342,0.33751657721619516,0.052292389311802766
Escape,DT,0.7761150291750046,0.7131709168454387,0.04890511476787777,0.971056680354518,0.1797160187061107,0.06387719586546152,0.7926391964586826,0.6014052886924866,0.05034722136569374,0.9666909653378221,0.19205175586176917,0.0635805025037439,0.02894331964548212,0.17971601870611068,0.06387719586546152,0.2238849708249953,0.7131709168454387,0.048905114767877775,0.993679933980829,0.012908253219013356,0.06539311070424618,0.8708293481318582,0.3493701343733404,0.05667562370143504
Escape,RF,0.6028961292119186,0.8254755534845514,0.029854429608712513,0.9437372145096283,0.24586863966601805,0.061997215693021315,0.801207199272045,0.5931731725103307,0.05107894671557637,0.9901591464334561,0.0644983596157195,0.06515951075650067,0.0562627854903717,0.24586863966601807,0.061997215693021315,0.3971038707880813,0.8254755534845514,0.029854429608712527,0.9932304957785817,0.010105445640673593,0.06536333751293427,0.767958311337881,0.3683768037154526,0.04817734639204445
